Time,Power (MW)
2023-06-01T00:00:00,0.5096597270009363
2023-06-01T00:05:00,0.5016717336861609
2023-06-01T00:10:00,0.4947031669014681
2023-06-01T00:15:00,0.49497500534232175
2023-06-01T00:20:00,0.5059385875381044
2023-06-01T00:25:00,0.4979131207755323
2023-06-01T00:30:00,0.5021615339901286
2023-06-01T00:35:00,0.49417874949447793
2023-06-01T00:40:00,0.49049040010283035
2023-06-01T00:45:00,0.4915824443930438
2023-06-01T00:50:00,0.5066877706404008
2023-06-01T00:55:00,0.5020950381903221
2023-06-01T01:00:00,0.49021033786614593
2023-06-01T01:05:00,0.5006545156386035
2023-06-01T01:10:00,0.4999306252781095
2023-06-01T01:15:00,0.4947665803954357
2023-06-01T01:20:00,0.5049231820832132
2023-06-01T01:25:00,0.5083486225467266
2023-06-01T01:30:00,0.49295854924906224
2023-06-01T01:35:00,0.4998305705670522
2023-06-01T01:40:00,0.49529465090901104
2023-06-01T01:45:00,0.5077046169611614
2023-06-01T01:50:00,0.4996311573926355
2023-06-01T01:55:00,0.4943752842169588
2023-06-01T02:00:00,0.5004710707702509
2023-06-01T02:05:00,0.5082371985360339
2023-06-01T02:10:00,0.4929321242068972
2023-06-01T02:15:00,0.508414150590276
2023-06-01T02:20:00,0.5011918120386581
2023-06-01T02:25:00,0.4910528998134245
2023-06-01T02:30:00,0.4917387553237417
2023-06-01T02:35:00,0.5055440984747878
2023-06-01T02:40:00,0.495834620713839
2023-06-01T02:45:00,0.4948351182535805
2023-06-01T02:50:00,0.5024083840688349
2023-06-01T02:55:00,0.4972995120333282
2023-06-01T03:00:00,0.4978614658728157
2023-06-01T03:05:00,0.4916474692596669
2023-06-01T03:10:00,0.49525460253215814
2023-06-01T03:15:00,0.4909814927208646
2023-06-01T03:20:00,0.5011229759432764
2023-06-01T03:25:00,0.508975417728596
2023-06-01T03:30:00,0.4940903397933438
2023-06-01T03:35:00,0.49207569339047486
2023-06-01T03:40:00,0.4993992492287603
2023-06-01T03:45:00,0.5012135759458113
2023-06-01T03:50:00,0.5065510511096457
2023-06-01T03:55:00,0.4919449183192956
2023-06-01T04:00:00,0.4986992217925597
2023-06-01T04:05:00,0.4966883478607581
2023-06-01T04:10:00,0.5088509134839323
2023-06-01T04:15:00,0.5043620390624388
2023-06-01T04:20:00,0.496336412317783
2023-06-01T04:25:00,0.5095915037844215
2023-06-01T04:30:00,0.5053547062981336
2023-06-01T04:35:00,0.49250375957090864
2023-06-01T04:40:00,0.5044306884458173
2023-06-01T04:45:00,0.49080480326152337
2023-06-01T04:50:00,0.5081545832594946
2023-06-01T04:55:00,0.49199809269092226
2023-06-01T05:00:00,0.49397457608111556
2023-06-01T05:05:00,0.4925435333039152
2023-06-01T05:10:00,0.5063731515401967
2023-06-01T05:15:00,0.5090193541741481
2023-06-01T05:20:00,0.49835757330593433
2023-06-01T05:25:00,0.5012869227758674
2023-06-01T05:30:00,0.506578079543894
2023-06-01T05:35:00,0.49466240021981983
2023-06-01T05:40:00,0.4957621706360042
2023-06-01T05:45:00,0.501948401552771
2023-06-01T05:50:00,0.5089911981540665
2023-06-01T05:55:00,0.4941937262029083
2023-06-01T06:00:00,0.49740752548961314
2023-06-01T06:05:00,0.4904271525445118
2023-06-01T06:10:00,0.5045475906253393
