Time,Actual,Horizon_1,Horizon_2,Horizon_3,Horizon_4,Horizon_5,Horizon_6
2023-06-01T00:00:00.0,0.09769798915567038,0.206170962704541,0.3004851786955772,0.3945416073745893,0.49194965231602744,0.6160482630813962,0.7026720202369174
2023-06-01T01:00:00.0,0.20480554476302637,0.3124326783246199,0.39481690429417915,0.5039371679742544,0.6107623986305503,0.7160190244515271,0.7229149887789715
2023-06-01T02:00:00.0,0.3039540273448792,0.3727994562324924,0.4821917266352565,0.5954063135620955,0.7119840027460975,0.7023245362769178,0.7409942136784063
2023-06-01T03:00:00.0,0.3907330934354329,0.47985583333139653,0.6154523584288408,0.6964012129371258,0.7124146325195162,0.7277365591798217,0.7801272710998912
2023-06-01T04:00:00.0,0.49186188191250196,0.6209073504342587,0.6856002587651728,0.7116901513684248,0.7603037323977808,0.7600557252564131,0.8144576150194215
2023-06-01T05:00:00.0,0.6080029637765809,0.6918434744847768,0.7091596553537958,0.7210186928500922,0.7667754624047696,0.7945496936237127,0.7969198328615835
2023-06-01T06:00:00.0,0.7018972034712532,0.7223047971235119,0.7435205035833761,0.7517865916669378,0.7714443930543876,0.7831046742572788,0.8406832434220108
2023-06-01T07:00:00.0,0.7157261621059601,0.741275953451464,0.7607458183715284,0.7867071793344331,0.7955190338031297,0.8204119579796435,0.8870742812094351
2023-06-01T08:00:00.0,0.7394897567255999,0.7693512387416274,0.7860054557597902,0.8306329579761436,0.8404025983228213,0.873344449642416,0.8927925453521243
2023-06-01T09:00:00.0,0.7610295477125014,0.7949200924953757,0.8004196929230174,0.8387192571213683,0.8691906369256726,0.8693523563434593,0.9181511345646307
2023-06-01T10:00:00.0,0.7846074539433856,0.8092812090453884,0.8338502092910082,0.8595978430150638,0.887158496225062,0.903709340741241,0.8368547229570655
2023-06-01T11:00:00.0,0.8066961579166085,0.8493512840126569,0.8642237360724463,0.8790571584832156,0.9132043425946488,0.8417877077224493,0.7339439299640279
2023-06-01T12:00:00.0,0.8400241085771236,0.8577323658222392,0.8736048239480493,0.9132445528703568,0.8222339354657973,0.7271066000633628,0.6774743208184987
2023-06-01T13:00:00.0,0.8654906627636553,0.8893973164811454,0.9095954980684878,0.8288424094745194,0.7254230990833482,0.6561285752099639,0.5831103535080258
2023-06-01T14:00:00.0,0.8806606733575741,0.9049650870160927,0.816840275126525,0.7485517457419577,0.6570442541059784,0.5685044330194002,0.46175552620385324
2023-06-01T15:00:00.0,0.9076062750212389,0.8524901370193436,0.7414421140972008,0.6499228408861012,0.5709826314734142,0.4867579201536235,0.5199829857619216
2023-06-01T16:00:00.0,0.8226378367668515,0.7300855992662385,0.6783245795176154,0.5797548545002921,0.48069175546149306,0.4983585299014542,0.4880823066770454
2023-06-01T17:00:00.0,0.7361725956430972,0.6659813435949935,0.5668545099024743,0.5104951806669388,0.4954048888874611,0.5106408931518411,0.49174666089702374
2023-06-01T18:00:00.0,0.6634238766341425,0.5742162129561752,0.4980941744070935,0.5311328597682949,0.49016093988910225,0.5030015594189907,0.5292542715136925
2023-06-01T19:00:00.0,0.5744687658724895,0.47838497735015717,0.4958856467716258,0.4893016514638336,0.4973069724694989,0.5112318358779138,NaN
2023-06-01T20:00:00.0,0.4962857307551341,0.5280861891048966,0.49640516468257795,0.5011633601114103,0.5178640050448091,NaN,NaN
2023-06-01T21:00:00.0,0.5093158815790827,0.4991523459987702,0.48482222754205706,0.5237910546610418,NaN,NaN,NaN
2023-06-01T22:00:00.0,0.501459956428216,0.48964358246467216,0.5096765821692105,NaN,NaN,NaN,NaN
2023-06-01T23:00:00.0,0.4978429867858637,0.5057491302870909,NaN,NaN,NaN,NaN,NaN
2023-06-02T00:00:00.0,0.5158845099097062,NaN,NaN,NaN,NaN,NaN,NaN
