Time,Power (MW)
2023-06-01T00:00:00,0.6690456983372679
2023-06-01T00:05:00,0.6998037095432246
2023-06-01T00:10:00,0.665163264276805
2023-06-01T00:15:00,0.6561609739625441
2023-06-01T00:20:00,0.6924074385495053
2023-06-01T00:25:00,0.645527819886225
2023-06-01T00:30:00,0.6951686651373323
2023-06-01T00:35:00,0.716439656285569
2023-06-01T00:40:00,0.6312711262504787
2023-06-01T00:45:00,0.6326548793712141
2023-06-01T00:50:00,0.697390669994157
2023-06-01T00:55:00,0.7176363670751282
2023-06-01T01:00:00,0.6240545505790148
2023-06-01T01:05:00,0.669669075531231
2023-06-01T01:10:00,0.678138677506002
2023-06-01T01:15:00,0.6822337918141554
2023-06-01T01:20:00,0.611944689378575
2023-06-01T01:25:00,0.6869450310820829
2023-06-01T01:30:00,0.6494968922972335
2023-06-01T01:35:00,0.6110672137503792
2023-06-01T01:40:00,0.6753232393723516
2023-06-01T01:45:00,0.6424181707776775
2023-06-01T01:50:00,0.6563188359434506
2023-06-01T01:55:00,0.609845153501686
2023-06-01T02:00:00,0.6387837326933872
2023-06-01T02:05:00,0.5978465752787294
2023-06-01T02:10:00,0.612052500182624
2023-06-01T02:15:00,0.6262829038691915
2023-06-01T02:20:00,0.6098429944749395
2023-06-01T02:25:00,0.6444932595451113
2023-06-01T02:30:00,0.5759499388397038
2023-06-01T02:35:00,0.5853942952960415
2023-06-01T02:40:00,0.6259437886215458
2023-06-01T02:45:00,0.5995961549024107
2023-06-01T02:50:00,0.5709400641887398
2023-06-01T02:55:00,0.610622989940662
2023-06-01T03:00:00,0.641229867703645
2023-06-01T03:05:00,0.6283056691320185
2023-06-01T03:10:00,0.6158737380180203
2023-06-01T03:15:00,0.6038639408401191
2023-06-01T03:20:00,0.5412487401317956
2023-06-01T03:25:00,0.6315883480254366
2023-06-01T03:30:00,0.609556648494677
2023-06-01T03:35:00,0.6135146549674765
2023-06-01T03:40:00,0.5682020542543307
2023-06-01T03:45:00,0.6248373146572868
2023-06-01T03:50:00,0.5454031880486908
2023-06-01T03:55:00,0.5766568822640595
2023-06-01T04:00:00,0.6036592982592655
2023-06-01T04:05:00,0.5304320775892378
2023-06-01T04:10:00,0.5894835012482592
2023-06-01T04:15:00,0.5220699223347957
2023-06-01T04:20:00,0.5381782692935636
2023-06-01T04:25:00,0.5481098055338898
2023-06-01T04:30:00,0.503108711586136
2023-06-01T04:35:00,0.5928373706684728
2023-06-01T04:40:00,0.5830582689364349
2023-06-01T04:45:00,0.5025525659989426
2023-06-01T04:50:00,0.5523224749943856
2023-06-01T04:55:00,0.5672666357209725
2023-06-01T05:00:00,0.500171289549736
2023-06-01T05:05:00,0.4938833631299082
2023-06-01T05:10:00,0.5700434614641707
2023-06-01T05:15:00,0.5600400841086007
2023-06-01T05:20:00,0.48326241528338265
2023-06-01T05:25:00,0.5623160490429621
2023-06-01T05:30:00,0.52311139626754
2023-06-01T05:35:00,0.5142936915308716
2023-06-01T05:40:00,0.5001833404037141
2023-06-01T05:45:00,0.49137575425326646
2023-06-01T05:50:00,0.520436037309717
2023-06-01T05:55:00,0.5139412655941151
2023-06-01T06:00:00,0.541213753964171
2023-06-01T06:05:00,0.5491870796884512
2023-06-01T06:10:00,0.47855423295856697
2023-06-01T06:15:00,0.5063552752211844
2023-06-01T06:20:00,0.5227103526954238
2023-06-01T06:25:00,0.5519053590031988
2023-06-01T06:30:00,0.4838395659700515
2023-06-01T06:35:00,0.5559408018459908
2023-06-01T06:40:00,0.5502573703264456
2023-06-01T06:45:00,0.5315152703831346
2023-06-01T06:50:00,0.5253372022502472
2023-06-01T06:55:00,0.5116784868026067
2023-06-01T07:00:00,0.5567206806273137
2023-06-01T07:05:00,0.48758191422778263
2023-06-01T07:10:00,0.5326807945974229
2023-06-01T07:15:00,0.5335250728194301
2023-06-01T07:20:00,0.5287862250528746
2023-06-01T07:25:00,0.5942631258811889
2023-06-01T07:30:00,0.5614105545329954
2023-06-01T07:35:00,0.5964680080571173
2023-06-01T07:40:00,0.6006532641277891
2023-06-01T07:45:00,0.5801715197837568
2023-06-01T07:50:00,0.5557984121529695
2023-06-01T07:55:00,0.5341537005388324
2023-06-01T08:00:00,0.5188775870189405
2023-06-01T08:05:00,0.615573129674268
2023-06-01T08:10:00,0.5354619446275836
2023-06-01T08:15:00,0.593215334991612
2023-06-01T08:20:00,0.5616816154742027
2023-06-01T08:25:00,0.6272399561310018
2023-06-01T08:30:00,0.6003075315053987
2023-06-01T08:35:00,0.6076229289863363
2023-06-01T08:40:00,0.5588126665823901
2023-06-01T08:45:00,0.5985080180212958
2023-06-01T08:50:00,0.6247058854286127
2023-06-01T08:55:00,0.561171205552469
2023-06-01T09:00:00,0.6053247163849584
2023-06-01T09:05:00,0.5756709513631353
2023-06-01T09:10:00,0.6293249370110044
2023-06-01T09:15:00,0.6073757258264825
2023-06-01T09:20:00,0.619822047639692
2023-06-01T09:25:00,0.6458085556273285
2023-06-01T09:30:00,0.581106623454587
2023-06-01T09:35:00,0.5833918901096757
2023-06-01T09:40:00,0.603106560312286
2023-06-01T09:45:00,0.6356627584663381
2023-06-01T09:50:00,0.6127578372842862
2023-06-01T09:55:00,0.6125525961287457
2023-06-01T10:00:00,0.6680093822976566
2023-06-01T10:05:00,0.6646726915129173
2023-06-01T10:10:00,0.6444553331616051
2023-06-01T10:15:00,0.646367049083495
2023-06-01T10:20:00,0.661471859866722
2023-06-01T10:25:00,0.6170263005417721
2023-06-01T10:30:00,0.651282805273356
2023-06-01T10:35:00,0.6033904273005266
2023-06-01T10:40:00,0.6988313647218856
2023-06-01T10:45:00,0.6259513818621951
2023-06-01T10:50:00,0.6874106111522639
2023-06-01T10:55:00,0.6977428428183653
2023-06-01T11:00:00,0.6867140862747705
2023-06-01T11:05:00,0.6338306503169819
2023-06-01T11:10:00,0.7175310101114039
2023-06-01T11:15:00,0.639060872861532
2023-06-01T11:20:00,0.6302804087822521
2023-06-01T11:25:00,0.6526845311760482
2023-06-01T11:30:00,0.7319399778753726
2023-06-01T11:35:00,0.6609965897034208
2023-06-01T11:40:00,0.7013906368220485
2023-06-01T11:45:00,0.6712492552311013
2023-06-01T11:50:00,0.7067594533395027
2023-06-01T11:55:00,0.6823617869736994
2023-06-01T12:00:00,0.6736807994606229
2023-06-01T12:05:00,0.7509697235481392
2023-06-01T12:10:00,0.7347457258872078
2023-06-01T12:15:00,0.695174867035417
2023-06-01T12:20:00,0.7109237837167361
2023-06-01T12:25:00,0.7122666420949276
2023-06-01T12:30:00,0.7333647664028387
2023-06-01T12:35:00,0.6996560894720316
2023-06-01T12:40:00,0.7632041687766283
2023-06-01T12:45:00,0.7226230395322615
2023-06-01T12:50:00,0.7676851307814282
2023-06-01T12:55:00,0.7681370762997568
2023-06-01T13:00:00,0.7702789065358753
2023-06-01T13:05:00,0.7780937862432444
2023-06-01T13:10:00,0.7458248679748891
2023-06-01T13:15:00,0.7696990341752835
2023-06-01T13:20:00,0.778599767109867
2023-06-01T13:25:00,0.7362438751566135
2023-06-01T13:30:00,0.7181487258912158
2023-06-01T13:35:00,0.7699210833095009
2023-06-01T13:40:00,0.728371713424638
2023-06-01T13:45:00,0.7117480329650159
2023-06-01T13:50:00,0.8079855819928491
2023-06-01T13:55:00,0.7484959751785527
2023-06-01T14:00:00,0.7306905818280951
2023-06-01T14:05:00,0.736216707453451
2023-06-01T14:10:00,0.7436040961232383
2023-06-01T14:15:00,0.7426972738354289
2023-06-01T14:20:00,0.7865030856455998
2023-06-01T14:25:00,0.7402440476429412
2023-06-01T14:30:00,0.8108429998698087
2023-06-01T14:35:00,0.8217115225093091
2023-06-01T14:40:00,0.7643250825889238
2023-06-01T14:45:00,0.7550957340953987
2023-06-01T14:50:00,0.7956298612546275
2023-06-01T14:55:00,0.7965477089426206
2023-06-01T15:00:00,0.82736540176045
2023-06-01T15:05:00,0.7764481469635857
2023-06-01T15:10:00,0.8352132537031561
2023-06-01T15:15:00,0.7468927886787625
2023-06-01T15:20:00,0.7804797395401
2023-06-01T15:25:00,0.7651919375080218
2023-06-01T15:30:00,0.7890281492074614
2023-06-01T15:35:00,0.7756674570848487
2023-06-01T15:40:00,0.7915842520044953
2023-06-01T15:45:00,0.7710970870288663
2023-06-01T15:50:00,0.7395164049397968
2023-06-01T15:55:00,0.8239915345438076
2023-06-01T16:00:00,0.731179420172063
2023-06-01T16:05:00,0.8270283473778919
2023-06-01T16:10:00,0.7972956852864092
2023-06-01T16:15:00,0.8128904227484959
2023-06-01T16:20:00,0.7760721872426944
2023-06-01T16:25:00,0.7714969860009534
2023-06-01T16:30:00,0.8026797982899245
2023-06-01T16:35:00,0.7679943999268234
2023-06-01T16:40:00,0.8036394940670557
2023-06-01T16:45:00,0.8063955723474704
2023-06-01T16:50:00,0.7832625224064416
2023-06-01T16:55:00,0.8021092257837101
2023-06-01T17:00:00,0.7429344709527893
2023-06-01T17:05:00,0.7182848390179918
2023-06-01T17:10:00,0.7755644795453581
2023-06-01T17:15:00,0.7465744972081516
2023-06-01T17:20:00,0.7830806194879051
2023-06-01T17:25:00,0.7559431806798744
2023-06-01T17:30:00,0.7739251661132966
2023-06-01T17:35:00,0.7874259274729674
2023-06-01T17:40:00,0.782364717419765
2023-06-01T17:45:00,0.7351907498489196
2023-06-01T17:50:00,0.7156200585068118
2023-06-01T17:55:00,0.7525136198900801
2023-06-01T18:00:00,0.7725288148015818
2023-06-01T18:05:00,0.7329640476095352
2023-06-01T18:10:00,0.7718522728119418
2023-06-01T18:15:00,0.6942812453942762
2023-06-01T18:20:00,0.7578139320057701
2023-06-01T18:25:00,0.6994930788943344
2023-06-01T18:30:00,0.7480592678327297
2023-06-01T18:35:00,0.7697875901469564
2023-06-01T18:40:00,0.6933142744113343
2023-06-01T18:45:00,0.6929992760535774
2023-06-01T18:50:00,0.6735726067586081
2023-06-01T18:55:00,0.7440600069693581
2023-06-01T19:00:00,0.7482753742028112
2023-06-01T19:05:00,0.7224868412798455
2023-06-01T19:10:00,0.7233799187352392
2023-06-01T19:15:00,0.7450327753547921
2023-06-01T19:20:00,0.7632764124343133
2023-06-01T19:25:00,0.7000354041855761
2023-06-01T19:30:00,0.7473492867583068
2023-06-01T19:35:00,0.7229955029160411
2023-06-01T19:40:00,0.7197972267864078
2023-06-01T19:45:00,0.6834487395364699
2023-06-01T19:50:00,0.7284945865085993
2023-06-01T19:55:00,0.6759707691592403
2023-06-01T20:00:00,0.7002742126979355
2023-06-01T20:05:00,0.6935189345775344
2023-06-01T20:10:00,0.7246206616303538
2023-06-01T20:15:00,0.6733937155147104
2023-06-01T20:20:00,0.7226165934945354
2023-06-01T20:25:00,0.7123368235488783
2023-06-01T20:30:00,0.7269443676931595
2023-06-01T20:35:00,0.7305753407419561
2023-06-01T20:40:00,0.6723230122342119
2023-06-01T20:45:00,0.7172695562513292
2023-06-01T20:50:00,0.6871461396308262
2023-06-01T20:55:00,0.6633857929862532
2023-06-01T21:00:00,0.6589528601773464
2023-06-01T21:05:00,0.6583351724105098
2023-06-01T21:10:00,0.6576205608996392
2023-06-01T21:15:00,0.7277701236587817
2023-06-01T21:20:00,0.7449610089452289
2023-06-01T21:25:00,0.6894379427749592
2023-06-01T21:30:00,0.7295664442489063
2023-06-01T21:35:00,0.7293242970301117
2023-06-01T21:40:00,0.7497997582082838
2023-06-01T21:45:00,0.6854354724621964
2023-06-01T21:50:00,0.7437682613138638
2023-06-01T21:55:00,0.7204939715742258
2023-06-01T22:00:00,0.7119862359639606
2023-06-01T22:05:00,0.7114977269427822
2023-06-01T22:10:00,0.6673237462810723
2023-06-01T22:15:00,0.7055133085650479
2023-06-01T22:20:00,0.6608635328513569
2023-06-01T22:25:00,0.6850959874205329
2023-06-01T22:30:00,0.6681422449104822
2023-06-01T22:35:00,0.7119973748235513
2023-06-01T22:40:00,0.7485899171994053
2023-06-01T22:45:00,0.7116289992515169
2023-06-01T22:50:00,0.6806792458989175
2023-06-01T22:55:00,0.7003267795257236
2023-06-01T23:00:00,0.7434170869735991
2023-06-01T23:05:00,0.6612039220005406
2023-06-01T23:10:00,0.7206369233081416
2023-06-01T23:15:00,0.7471768166549371
2023-06-01T23:20:00,0.6815635351173968
2023-06-01T23:25:00,0.6655067181873546
2023-06-01T23:30:00,0.6726053039321425
2023-06-01T23:35:00,0.6890005190451972
2023-06-01T23:40:00,0.7212654712771778
2023-06-01T23:45:00,0.7385819267866426
2023-06-01T23:50:00,0.7233114724967848
2023-06-01T23:55:00,0.657666546882958
