Time,Power (MW)
2023-06-01T00:00:00,0.9994017019659559
2023-06-01T00:05:00,1.0325926035426642
2023-06-01T00:10:00,1.0634496826408402
2023-06-01T00:15:00,1.0960665729623917
2023-06-01T00:20:00,1.128082110049874
2023-06-01T00:25:00,1.160222710061958
2023-06-01T00:30:00,1.1923192533207165
2023-06-01T00:35:00,1.2231103473738956
2023-06-01T00:40:00,1.2549996551278244
2023-06-01T00:45:00,1.287249500255182
2023-06-01T00:50:00,1.3199561612614463
2023-06-01T00:55:00,1.3521508116919518
2023-06-01T01:00:00,1.383003550824753
2023-06-01T01:05:00,1.4157248672180236
2023-06-01T01:10:00,1.4468417201053698
2023-06-01T01:15:00,1.4798127167020303
2023-06-01T01:20:00,1.5106677813761635
2023-06-01T01:25:00,1.5431864336160686
2023-06-01T01:30:00,1.5750224415040004
2023-06-01T01:35:00,1.6077852180465453
2023-06-01T01:40:00,1.6393412718203895
2023-06-01T01:45:00,1.6713661061616
2023-06-01T01:50:00,1.7036777217625445
2023-06-01T01:55:00,1.7348205211168615
2023-06-01T02:00:00,1.7673542706425842
2023-06-01T02:05:00,1.798160150439514
2023-06-01T02:10:00,1.829743834775883
2023-06-01T02:15:00,1.8632644368302917
2023-06-01T02:20:00,1.8942512916940522
2023-06-01T02:25:00,1.9265601473269585
2023-06-01T02:30:00,1.9587823397723085
2023-06-01T02:35:00,1.9912198087484068
2023-06-01T02:40:00,2.022313289448545
2023-06-01T02:45:00,2.0537529468215654
2023-06-01T02:50:00,2.086755321316095
2023-06-01T02:55:00,2.1185129374722806
2023-06-01T03:00:00,2.1493682486339263
2023-06-01T03:05:00,2.1816235462601417
2023-06-01T03:10:00,2.212896289804846
2023-06-01T03:15:00,2.2457619288235176
2023-06-01T03:20:00,2.278722239525321
2023-06-01T03:25:00,2.308943860083102
2023-06-01T03:30:00,2.3422817448544104
2023-06-01T03:35:00,2.373369485150757
2023-06-01T03:40:00,2.4057760854301455
2023-06-01T03:45:00,2.4365976262501956
2023-06-01T03:50:00,2.4699480690480224
2023-06-01T03:55:00,2.501877362370183
2023-06-01T04:00:00,2.532831494581274
2023-06-01T04:05:00,2.564956759018273
2023-06-01T04:10:00,2.597341832123491
2023-06-01T04:15:00,2.6294029073801086
2023-06-01T04:20:00,2.6601252107442757
2023-06-01T04:25:00,2.693913311296008
2023-06-01T04:30:00,2.7245060014312825
2023-06-01T04:35:00,2.757568222397403
2023-06-01T04:40:00,2.7895199587454607
2023-06-01T04:45:00,2.820000049721322
2023-06-01T04:50:00,2.8537764207869944
2023-06-01T04:55:00,2.8852265522885836
2023-06-01T05:00:00,2.9166578217799417
2023-06-01T05:05:00,2.9482592638581044
2023-06-01T05:10:00,2.981492775315618
2023-06-01T05:15:00,3.0124360269687585
2023-06-01T05:20:00,3.0441747687788743
2023-06-01T05:25:00,3.0759224047893574
2023-06-01T05:30:00,3.108144816496632
