Time,Horizon_1,Horizon_2,Horizon_3,Horizon_4,Horizon_5,Horizon_6,Horizon_7,Horizon_8,Horizon_9,Horizon_10,Horizon_11,Horizon_12
2023-06-01T00:00:00,-0.0004378093027938082,0.009881770018748112,0.021003153100878767,0.023606887151811626,0.03420806648368378,0.033501189944815934,0.05486605121162853,0.05854844104728414,0.053006399194691474,0.05802349469190763,0.0718079459690628,0.07152975644983146
2023-06-01T00:05:00,0.01480540292343913,0.021289622982542444,0.035489042773912835,0.03974516088003097,0.037935709069392226,0.03636177110655153,0.0536338148853533,0.052536556307773014,0.07500012078644869,0.06691005058816865,0.08298103946480574,0.07878111352593209
2023-06-01T00:10:00,0.019733108883337014,0.020011744626871365,0.04178603163934175,0.04871409981092546,0.04528749178624803,0.043576244773172186,0.06915427016202466,0.0729256271248968,0.06778471614868396,0.08776065175341091,0.08309861503997887,0.0977197855435997
2023-06-01T00:15:00,0.027179007615933812,0.02300612274654279,0.04323134071763832,0.044714119364061056,0.05618909595600608,0.06101081102829002,0.060046650285645785,0.0660078257185168,0.0769259400518333,0.08253375878158335,0.08811141701463182,0.09685905513454515
2023-06-01T00:20:00,0.04109116152763023,0.04792200907780638,0.04895585538363151,0.059263316059283894,0.06618897880772297,0.05714459995342132,0.06498742660466834,0.0812395016578328,0.07599100216143034,0.09621407071347224,0.10631535334439081,0.10009527375736156
2023-06-01T00:25:00,0.04138468039075731,0.0360350853918566,0.055001062083811766,0.05106552456358247,0.0605067688110777,0.06235596343336044,0.088360121323728,0.0795340124183938,0.09337349770095203,0.10543379335589674,0.09585058330671026,0.1185910722441179
2023-06-01T00:30:00,0.04975480162519395,0.04546721206722283,0.050166688653706326,0.07317157154956565,0.06855758856343405,0.06994243540440107,0.07768193434707692,0.09208330142613434,0.09993287629132687,0.09694364028416634,0.11125233762461366,0.11151210924998567
2023-06-01T00:35:00,0.05207119211663362,0.05803874105217324,0.0707511697763503,0.06574228494363782,0.08584713478182009,0.07777503682630733,0.08925413870852468,0.08903178072133577,0.10925574350516,0.10182447108917261,0.1265104040431826,0.1253860954251342
2023-06-01T00:40:00,0.0611846178683066,0.0663462203124964,0.07089180706802706,0.07746142467328848,0.08260767506063976,0.09427052162727925,0.09888303730207282,0.10328701601816653,0.10381099295718796,0.11875926163074554,0.13495890168868746,0.1328308239650498
2023-06-01T00:45:00,0.07136782723061208,0.06993378792147441,0.07331482016734052,0.07818907600682913,0.09547175847442574,0.10404470782034148,0.11400465723854546,0.11286237762275883,0.12239591348438811,0.12852950425305867,0.13718101096458934,0.13809624191261102
2023-06-01T00:50:00,0.06631640633749838,0.07172035416064543,0.08894785511909824,0.08560686254793223,0.10377229089491213,0.10709176025851917,0.11034490842018803,0.11113155778303976,0.11659159101826537,0.13955195227666256,0.14699163988397454,0.1444694474972479
2023-06-01T00:55:00,0.07617327349441386,0.08140456640448986,0.09513432544273381,0.10283407562055694,0.09741313982216208,0.11564829910510423,0.11387992519768435,0.11681794256538666,0.12821173354741006,0.14126313814457192,0.1507985614196071,0.14690805342563576
2023-06-01T01:00:00,0.09316018089735498,0.09750136776509076,0.08940561729084949,0.11047932584991273,0.11238655152696211,0.11837320313369003,0.12124625030535553,0.132368756039294,0.13055284550470395,0.14444587777137616,0.15765046907578992,0.15436261586763672
2023-06-01T01:05:00,0.08492704610165877,0.0896010897075788,0.09642044256196813,0.11986276471870475,0.12391346473192993,0.13234350864377395,0.1289572534159469,0.12811391101864947,0.14831075491599607,0.15230007369891835,0.15870120621319184,0.16343534419145422
2023-06-01T01:10:00,0.10328173714176873,0.11241508811471422,0.1080902284208128,0.12623191733018402,0.11776570781981556,0.12202790081858689,0.13401203067328377,0.13714346823617526,0.14294682346771878,0.15349698031335612,0.15877829997545612,0.16351850994440179
2023-06-01T01:15:00,0.09445867368639249,0.11950497155318696,0.12300028074700908,0.12326008794884626,0.13003035480982778,0.136591132327219,0.1483093724545117,0.15124749245474525,0.14908363206721503,0.15578359562566563,0.1634871584144466,0.166903594090441
2023-06-01T01:20:00,0.10525483158490333,0.12294585454944568,0.11681566625126422,0.13799348748100648,0.13801493031773263,0.14748273723927194,0.1479283220370843,0.15765295342502803,0.16933761728352445,0.1625936317203132,0.17983650868683423,0.17300353540717778
2023-06-01T01:25:00,0.12379583544511227,0.1270300260249215,0.14134873130161738,0.1378718276797598,0.14727345214514495,0.1458238093252821,0.16719533943488993,0.16498007731189304,0.17103783724874247,0.18039944989838413,0.1909974876644655,0.1955703084157303
2023-06-01T01:30:00,0.12119475062101416,0.13828807836879584,0.14417707394171275,0.13624854377500123,0.15443745238677598,0.16044794313233826,0.16800446747571868,0.16375577621375792,0.18495565114351079,0.18651244467800526,0.18219336568133337,0.19827528852237325
2023-06-01T01:35:00,0.1402245861895666,0.13764612070758445,0.14981380631324903,0.15519699593401243,0.15391107806243814,0.15370733757136174,0.17564015904293945,0.16764221172443458,0.19190874822359905,0.18761704526762754,0.19067070285045593,0.20656802168935975
2023-06-01T01:40:00,0.142769517937429,0.14547878032706468,0.1453814425291835,0.1643917892878987,0.1676418204568547,0.16479389453021992,0.17121472506999574,0.1846316817161755,0.1873713091646982,0.20220196612889446,0.19867580697951195,0.21837584354274955
2023-06-01T01:45:00,0.1532068937547662,0.14473793919643535,0.1496889589393211,0.1623962993219311,0.1628832851275345,0.17379040582531444,0.17933287615215635,0.1921338210820036,0.20641838627622144,0.2044812744781263,0.20320709968453637,0.21207970434505238
2023-06-01T01:50:00,0.14759449922184,0.16139869455390554,0.16233859554266103,0.17585334331130675,0.18532426778085415,0.18875980592665836,0.1801348366538607,0.20529816773652096,0.1924308248227737,0.21701255199095187,0.21653332493935065,0.22537805453847665
2023-06-01T01:55:00,0.1665648009710895,0.15510199905023592,0.16045455960710192,0.17102784001312127,0.18463279806587787,0.18858237685575682,0.19569062207742238,0.20401999364677295,0.21292830126065096,0.2219417364133485,0.2143847522317083,0.22177318436706753
2023-06-01T02:00:00,0.15541656865742584,0.16251861099444848,0.1818515097952117,0.18412825683073483,0.18049615359474286,0.20095151722706495,0.19878742476085706,0.2024877178647981,0.21675429794307646,0.21285788331139466,0.22610017813694258,0.23566263347394323
2023-06-01T02:05:00,0.16059089128420073,0.16584573247837553,0.18753731715472935,0.18936932488959105,0.19701499269255715,0.21129372931438128,0.21136738348087303,0.21124561535023226,0.2210144426319727,0.224812953769079,0.24133040628947805,0.24933500484247664
2023-06-01T02:10:00,0.18315523816221807,0.1907341445666564,0.18800703658738924,0.1979692561175601,0.20360090874775572,0.21683911833681457,0.22164725949342634,0.23184715099866213,0.2247462474966817,0.24446502942379805,0.2373768592917776,0.24326403632713461
2023-06-01T02:15:00,0.18382149731083353,0.18971194374707656,0.19506455386998936,0.19797664155072342,0.20952694277241699,0.22613152120461372,0.22612371880884577,0.23751698922217163,0.23647821198319147,0.2513629547902934,0.2508518913698478,0.25277616476032555
2023-06-01T02:20:00,0.18991894212409371,0.19011747221774958,0.2102420133267527,0.21636193788077585,0.2169752699156973,0.22473955853007155,0.22488820716366908,0.23072182493336826,0.2435815695395571,0.2511683620902602,0.25269203696103193,0.2635790150672021
2023-06-01T02:25:00,0.20351962476504992,0.20079983140744295,0.20329764949170334,0.21783016375497646,0.2182203208040837,0.22205771954946274,0.24024451708824565,0.24258789591864593,0.23899594500609148,0.26329702905562524,0.26425037702555626,0.2719785078616839
2023-06-01T02:30:00,0.20547097038145576,0.21639054230588153,0.20636715690806445,0.22508997486216897,0.23207145314058916,0.2443311450440126,0.24166954781276434,0.2539753546128981,0.2549477133004404,0.263047924042297,0.2742091954503909,0.26863865544319065
2023-06-01T02:35:00,0.20419420129300528,0.20945767297320544,0.21641557532228398,0.22041280870125984,0.2276743132626743,0.247847179124012,0.2540164051401356,0.24776269803121623,0.27120136651670024,0.26914657594950947,0.27677772319755806,0.28311621111198704
2023-06-01T02:40:00,0.21843827955861808,0.21938297848627783,0.22295355799467279,0.229373965866286,0.2391231316385723,0.24759699586732753,0.2610723614223857,0.26007126557934973,0.25834558293608045,0.27687936135032887,0.28534424354444743,0.27780183744330633
2023-06-01T02:45:00,0.22838768449431726,0.23339443411013586,0.2330868556707704,0.25058683181779173,0.25846632481458615,0.26403966891339536,0.25509245724442603,0.26183689736968624,0.27578424649377625,0.2765175883950255,0.2961510248295381,0.28652129906272755
2023-06-01T02:50:00,0.23641757710984904,0.22628667387271817,0.24359751515681455,0.2543129939748067,0.25246568707960065,0.2521330202582838,0.27354032254117217,0.2666417377980547,0.2821619996383545,0.2815114263369183,0.2945356108536747,0.29629824421889944
2023-06-01T02:55:00,0.23320273364288138,0.2453834303322236,0.2571565947420469,0.25375010667106646,0.27103857593560765,0.26507486937752817,0.2775713255911549,0.2907620318099238,0.2796339630955468,0.2976468204080578,0.2909660318751474,0.30136357672487823
2023-06-01T03:00:00,0.24361912485229956,0.25619991523152613,0.24513168785934616,0.2698260113861596,0.26832273474513973,0.27334228941317285,0.2901507369051587,0.28525187610797226,0.2997847451122242,0.29719499347077016,0.2981779738634491,0.30599570537930254
2023-06-01T03:05:00,0.24860794065192518,0.261759527018905,0.25750109414886124,0.27232281190269775,0.26873100114899556,0.2902746385164023,0.27932374229259,0.3017625367059722,0.296898802439631,0.302575857113786,0.32183872599984736,0.3149159566381488
2023-06-01T03:10:00,0.26138634918994613,0.2553874385494603,0.27784467741459346,0.27104014627371514,0.2906738902805476,0.28691896386685894,0.2887341317323523,0.3053359610197333,0.30873460184219775,0.3222722973408571,0.31847400330885006,0.32572095623911124
2023-06-01T03:15:00,0.26879553385306193,0.25898851106905635,0.2830452486276194,0.27682891976113344,0.282745818001415,0.28641449352682563,0.29205116656093094,0.30999928603447,0.30941885027064,0.316944551060615,0.3273247950718723,0.34042899947207184
2023-06-01T03:20:00,0.2640923404162584,0.276144237820942,0.27364803097829815,0.2822110683286801,0.29537841713154944,0.30360143147903146,0.31538258893888493,0.3224232371938004,0.32852615517474804,0.3231024939871813,0.3235333598444802,0.33945943584249444
2023-06-01T03:25:00,0.2720454871608148,0.2747705650643477,0.28229774513743533,0.28584352684564646,0.30570148494905053,0.31303929320312124,0.3056714508196233,0.3242919084066571,0.323884952439715,0.3324148668046729,0.34074685251677095,0.3470353614999127
2023-06-01T03:30:00,0.29072357653519687,0.294281604659923,0.28995757477761946,0.2969995399197398,0.29837016081787,0.31763940900337334,0.319239610031613,0.3263954674708403,0.3264704674018443,0.3428645649198887,0.3484342000965265,0.35777641686874245
